id,LATITUDE,LONGITUDE,Y,X
12528,37.59488873188171,-122.06182384559023,4161282.3270392045,582821.3659875415
12528,37.594499644864676,-122.06336652068264,4161237.7990462887,582685.6074123037
12540,37.6002495449264,-122.07368551277084,4161866.7042839355,581768.3374849142
12540,37.59951052724373,-122.0721005403615,4161786.0930077517,581909.0607884814
12540,37.5981919430908,-122.07146774108116,4161640.350589266,581966.3681926241
12540,37.59694489655167,-122.07146016384863,4161501.99958417,581968.4052231793
12540,37.59808132396975,-122.07178939421587,4161627.7968613617,581938.0948761895
12540,37.599417604766565,-122.07212391402969,4161775.763030137,581907.0993399061
12540,37.60010588653464,-122.07375793776731,4161850.7025646768,581762.1014135448
12551,37.599597526610474,-122.05492680664639,4161810.8654557164,583424.9867435048
12551,37.59959938284241,-122.05336226022507,4161812.462636653,583563.0960088777
12551,37.59899330003581,-122.05201834911982,4161746.4155781236,583682.409521613
12551,37.59821807371224,-122.05120362423125,4161661.131849454,583755.199560054
12551,37.597861366279005,-122.05254553737005,4161620.359616229,583637.1384283522
12551,37.598039878072136,-122.05394118224662,4161638.923006387,583513.7345643404
12551,37.59899339689583,-122.05455637011157,4161744.167417901,583458.3621511841
12562,37.596993848964225,-122.08399232939857,4161496.5650100308,580862.0298955117
12577,37.59178992814321,-122.0224984098993,4160973.9299914367,586296.6447562072
12577,37.593047329615956,-122.02194546587283,4161113.9451260115,586344.0085609662
12577,37.59294013739874,-122.02055418037347,4161103.332428061,586466.9602956576
12577,37.59208042725854,-122.02003466490638,4161008.4272863097,586513.8203855422
12577,37.590807732634474,-122.0205292674009,4160866.7681287387,586471.6271991839
12577,37.591276416181984,-122.02202594477365,4160917.390850342,586338.9496720498
12588,37.587093727807236,-122.0144694924266,4160460.3015195644,587010.946101018
12599,37.57344438641617,-122.07088420497918,4158895.16748036,582045.0412026608
12599,37.5735438280064,-122.06975574862729,4158907.1863553706,582144.5819265808
12599,37.57231311804201,-122.06938373110643,4158770.9671183606,582178.7858966622
12599,37.572569425997926,-122.07070786079638,4158798.2465614337,582061.573686324
12610,37.571927158104685,-122.06548482071095,4158731.5631232695,582523.5159846771
12610,37.571517114088174,-122.06586177791178,4158685.738608599,582490.6798547296
12622,37.58907409843572,-122.00476235561707,4160689.058184697,587865.6679227344
12634,37.58724063519578,-122.02805523781088,4160464.101222774,585811.2832892198
12634,37.58856784394627,-122.02763781746953,4160611.734405915,585846.6130261364
12634,37.588371628863335,-122.02618281770374,4160591.295596782,585975.299015428
12634,37.58792539088995,-122.0245575649996,4160543.275220536,586119.3053083803
12634,37.58683231735382,-122.0247152388564,4160421.8558471967,586106.6436453873
12634,37.5861426591165,-122.02574352168203,4160344.397133279,586016.6492923433
12634,37.58643224583365,-122.0274237988955,4160374.988813539,585867.962024792
12646,37.589686154658914,-122.04702000856423,4160718.2692260887,584134.1238887251
12646,37.58921287665497,-122.04530732789534,4160667.295505022,584285.8657890651
12646,37.58836805550642,-122.04425356984572,4160574.5102485963,584379.8537811084
12646,37.58782195800316,-122.04563491096872,4160512.6815246856,584258.5122476837
12646,37.588766795359696,-122.04682229809544,4160616.445019924,584152.614433564
12657,37.590925837561215,-122.00532632827739,4160893.978665836,587813.6997749973
12657,37.590498280327225,-122.00511099795118,4160846.7431268245,587833.2129966248
12669,37.597870002030234,-122.02325307104807,4161647.812418393,586223.0030303118
12679,37.57854661146416,-122.08396157083394,4159449.9081276385,580884.7066529663
12679,37.57833149479407,-122.08245705035411,4159427.3378905347,581017.7894126578
12679,37.5770442656968,-122.08212056389856,4159284.81291706,581048.8967317463
12679,37.57691740613605,-122.08374009540128,4159269.342134871,580906.0259625203
12679,37.577977762722284,-122.0844786542623,4159386.350528972,580839.6630798407
12695,37.58926504285668,-122.0365128611068,4160681.0122119547,585062.252323365
12717,37.55444492290309,-122.0386577719077,4156815.8476250097,584912.4102923668
12717,37.55549012154264,-122.0377271392812,4156932.6511998624,584993.4250236814
12717,37.55662017043499,-122.0375197051948,4157058.2151949513,585010.4633460334
12717,37.55715485247231,-122.03658628144635,4157118.3816708457,585092.3013528446
12717,37.55611166090275,-122.03686451818493,4157002.390012346,585068.9118703777
12717,37.555121730346016,-122.03611750834375,4156893.235818126,585136.0194269884
12717,37.55447114694239,-122.03507545915417,4156821.999449735,585228.8028720596
12717,37.55410809969808,-122.0336174824657,4156783.04322959,585357.9987410427
12717,37.55335910073973,-122.03267952037757,4156700.7956923074,585441.7036788439
12717,37.552364193378374,-122.03346113510916,4156589.7027567755,585373.7983659318
12717,37.55165936276413,-122.0345811171257,4156510.486749496,585275.6717463565
12717,37.551444062317415,-122.03591619408864,4156485.3892940455,585157.9861917538
12717,37.55237236023042,-122.03694101983433,4156587.4538438236,585066.4054215597
12717,37.55256294668271,-122.03571141843273,4156609.7124810317,585174.8010947908
12717,37.552305729353975,-122.03460481423319,4156582.178144557,585272.8420094445
12717,37.553490792597906,-122.03406974897976,4156714.1437697145,585318.7540808346
12717,37.55409770325466,-122.0355488387373,4156780.137570474,585187.4148245344
12717,37.55464765981035,-122.03711271176984,4156839.7377697723,585048.6536219364
12717,37.55387319987648,-122.0381609229561,4156752.8652326693,584956.9455986044
12717,37.55339335732406,-122.03696670503969,4156700.707885188,585062.9760366357
12717,37.55273455422413,-122.03767519655973,4156626.974251784,585001.1430593512
12717,37.55347773474667,-122.03907208430712,4156708.1661019297,584876.9114872912
12729,37.548127457747654,-122.04262091274718,4156111.3668812057,584569.4883957726
12729,37.549089910150585,-122.04258497272568,4156218.180980811,584571.5756793452
12729,37.54989662314651,-122.04212249489365,4156308.1000320427,584611.5168228642
12729,37.550576812865124,-122.0406356452562,4156384.9048413727,584742.0866656955
12729,37.54937173670305,-122.0399814586774,4156251.794461265,584801.2387818015
12729,37.54813328109341,-122.04059169406229,4156113.840450746,584748.7359248725
12729,37.54689802834905,-122.04132207720033,4155976.1339402776,584685.6140127709
12729,37.54711067240539,-122.04244012571068,4155998.7196809463,584586.6075674748
12740,37.53231248841881,-122.01755685256111,4154379.57698459,586801.8963169953
12740,37.53290439244166,-122.01647931350585,4154446.2424341883,586896.4158462504
12740,37.532163777474146,-122.01504771710762,4154365.3968983013,587023.7646941142
12740,37.53121254722884,-122.01483303522497,4154260.0589628667,587043.8386177013
12740,37.5306103303881,-122.0158935771571,4154192.2634060527,586950.831842242
12740,37.531365456696335,-122.01731314065148,4154274.731179068,586824.5275097417
12752,37.54204860918085,-122.05096287261034,4155429.4621712943,583839.3971417646
12752,37.542139921841496,-122.05025085846634,4155440.228242836,583902.1967238851
12752,37.541064671392256,-122.04939411151025,4155321.696919632,583979.0909328618
12752,37.54012326510922,-122.04960586397468,4155217.061245597,583961.439457402
12752,37.54098999218868,-122.05070413939058,4155312.2421400174,583863.440431267
12763,37.53471657234285,-122.05464181498725,4154612.7182319183,583522.5646753048
12763,37.533842927600546,-122.05355487977633,4154516.7557641026,583619.5734172859
12763,37.53396606429924,-122.05491327062576,4154529.2103752308,583499.4178030808
12774,37.5384348262311,-122.0411090649194,4155037.354862502,584714.0076107543
12774,37.539284109009714,-122.03996245130121,4155132.6142826066,584814.3465272554
12774,37.53837500903954,-122.0387959972352,4155032.8048189045,584918.4302995764
12774,37.53796867115192,-122.03883953935028,4154987.683353997,584915.0442706611
12774,37.53747738782159,-122.04018377318299,4154931.963616947,584796.8395745724
12774,37.53742054923929,-122.04125017370059,4154924.6963449665,584702.688347154
12784,37.52459997483209,-122.03895913702195,4153504.3546618847,584919.6352987336
12784,37.52477827823667,-122.03745933501675,4153525.492112257,585051.9618285617
12784,37.52413662492734,-122.03789442066123,4153453.909135386,585014.2440676361
12784,37.52370975892016,-122.03941140274728,4153405.179491456,584880.6798306841
12790,37.536949580187105,-122.0218449744127,4154890.101208522,586417.6663080885
12790,37.535869333643234,-122.02046535725277,4154771.5193546508,586540.8037803522
12790,37.536031716254094,-122.02157874382794,4154788.5111807645,586442.2473583105
12802,37.5164747734366,-122.01154143740482,4152627.9931750908,587351.8567444683
12802,37.51776626379734,-122.01098041274165,4152771.8016102184,587399.9303520141
12802,37.519057751313824,-122.01041936863817,4152915.6100867265,587448.0039289222
12802,37.519532958082515,-122.0094002045772,4152969.280957964,587537.5133136711
12802,37.51983932327421,-122.00828229544555,4153004.3122846493,587635.9451442678
12802,37.518821742596465,-122.0080612633806,4152891.620363261,587656.6682786873
12802,37.51753071382205,-122.0086239674959,4152747.859973877,587608.4508847187
12802,37.51623968218772,-122.00918665212035,4152604.0996260187,587560.2334601101
12802,37.514948647694254,-122.00974931725494,4152460.3393197306,587512.0160049311
12802,37.51546150483574,-122.0110987559289,4152515.984958673,587392.1600478988
12804,37.54513707142263,-122.02943768898784,4155791.5322430558,585737.4743135143
12804,37.5446378584481,-122.02929779279583,4155736.2733429186,585750.4046347296
12812,37.53448681002638,-122.02965868740792,4154609.7105232496,585730.1457207854
12812,37.53407604181913,-122.02833081527385,4154565.3482896937,585847.9377299916
12812,37.53316126641708,-122.02836554660304,4154463.8246049844,585845.9177618286
12812,37.53376656582956,-122.02965230582609,4154529.807101788,585731.5341209935
12816,37.46724782266979,-121.90950290822781,4147266.015661689,596432.7319570375
12816,37.46595304215511,-121.90873822685639,4147123.1465578843,596502.0194488587
12816,37.4669617820743,-121.90963955411735,4147234.140316809,596421.0153920762
12816,37.46785770093942,-121.9098691735616,4147333.305025007,596399.5588219898
12816,37.4698501974395,-121.91103515104591,4147553.1742561194,596293.892715693
12816,37.468461132292795,-121.91028107685769,4147399.8325481554,596362.3586498885
12816,37.46960629129767,-121.91117863850604,4147525.9668051703,596281.5170268856
12816,37.47113205280409,-121.91177715177007,4147694.634209359,596226.6342874388
12816,37.47088570075093,-121.91191629514368,4147667.1599239088,596214.645888968
12826,37.57282507211389,-121.99217465244243,4158898.102562579,588996.3588542446
12826,37.572726197055374,-121.99073013587467,4158888.501848364,589124.0386361333
12826,37.57155371023981,-121.99103784527607,4158758.124390981,589098.2624538131
12826,37.57184973154733,-121.99198641764254,4158790.0683625694,589014.1424227146
12837,37.49340240181674,-121.9057434313612,4150171.6590487496,596731.4670981169
12837,37.492685748216694,-121.9047544674157,4150093.164780635,596819.8187880267
12837,37.49140898418579,-121.9040206378675,4149952.265750112,596886.3408850124
12837,37.49006953791451,-121.90382960655151,4149803.853815483,596904.9595468517
12837,37.48975821638067,-121.90518895040259,4149767.9147712276,596785.1871235457
12837,37.49109497755281,-121.90572887484143,4149915.6703848713,596735.7301937197
12837,37.49243173608023,-121.90626881863825,4150063.4259775463,596686.2732074782
12848,37.517516067148335,-121.97203967550041,4152780.9354654094,590841.5317222882
12848,37.517253512335124,-121.97146080040963,4152752.3648061953,590893.0072232012
12848,37.515927537560536,-121.97115472793668,4152605.5468434496,590921.6648386107
12848,37.514907038173725,-121.97035917514329,4152493.094090077,590993.2110262094
12848,37.51426597881194,-121.96927791520004,4152423.0164929596,591089.5479439448
12848,37.5141085668553,-121.97038538665261,4152404.4802692635,590991.8640943842
12848,37.515091453184795,-121.97154388110727,4152512.409239906,590888.2875172353
12848,37.516325390659134,-121.97220146443408,4152648.6765195862,590828.6772331339
12848,37.51940069075105,-121.97252261320922,4152989.563748135,590796.5691492023
12848,37.51922783573889,-121.97119164379235,4152971.671452049,590914.3978758199
12848,37.518324640294566,-121.97138987477086,4152871.2724589994,590897.9757228026
12848,37.518593028012475,-121.97250739988405,4152899.9701486384,590798.8923463275
12873,37.5450477438389,-122.01084076475135,4155798.744415228,587380.4345692217
12873,37.54497409903674,-122.00985357363666,4155791.4917149353,587467.7294531784
12873,37.544962027969675,-122.01090150535074,4155789.1779741244,587375.1687756802
12886,37.58703165368733,-122.0605349934313,4160411.7357947174,582943.8674799928
12886,37.58809031508115,-122.06039599321774,4160529.3150769197,582954.9648405791
12886,37.58921712260281,-122.05955144197148,4160655.0786016285,583028.2777739112
12886,37.589113578436795,-122.05839857408466,4160644.6103882263,583130.1772084014
12886,37.58815727409016,-122.05850218933713,4160538.418450193,583122.0928132056
12886,37.58709576005958,-122.05947114731917,4160419.7883066097,583037.7237141066
12922,37.582025096450394,-122.05999626000347,4159856.743706447,582996.9913628884
12922,37.58167214148149,-122.06033335887716,4159817.2862434005,582967.6184838957
12934,37.48635059270299,-121.92226694700811,4149372.4237876553,595279.7130734839
12934,37.48656203083708,-121.92097985877264,4149397.1858635545,595393.2359919968
12934,37.485364128202654,-121.92027329877178,4149264.9977686456,595457.2273465814
12934,37.48447877214483,-121.92061930494494,4149166.418907419,595427.7627017832
12934,37.48421401756579,-121.92200401315355,4149135.642267672,595305.6735842546
12934,37.485427991724414,-121.92266595789997,4149269.659710202,595245.6078546594
12946,37.56436034363264,-122.02224099104363,4157930.9009867376,586351.0454327648
12946,37.56522847688579,-122.0213853426186,4158028.0053065713,586425.6111001521
12946,37.56440796579838,-122.02104315849955,4157937.2859672247,586456.7799556545
12946,37.563599178222404,-122.02194159591366,4157846.7263421183,586378.3662036698
12969,37.51016896410547,-121.9314258348492,4152005.785243935,594439.9688160442
12969,37.50970728197842,-121.93000636856226,4151955.9883893398,594566.0067611781
12969,37.50843373899009,-121.93037890764582,4151814.317136533,594534.687071666
12969,37.50747434035428,-121.92924752167453,4151709.0112940315,594635.8949939775
12969,37.50731953557276,-121.93086490360568,4151690.210481096,594493.1373839191
12969,37.508723282690006,-121.9306058552187,4151846.2133834283,594514.2633867417
12969,37.509404183551034,-121.93163052847788,4151920.729025942,594422.8410579711
12972,37.53243952492565,-121.99554176175945,4154414.2202367755,588746.8985674771
12972,37.533539174792914,-121.99442752929065,4154537.2760065305,588844.0423667167
12972,37.53314320468526,-121.99283855768782,4154494.8464701925,588984.9049984642
12972,37.53266743265327,-121.99289271116915,4154442.0094029433,588980.6856033428
12972,37.5320984810951,-121.99447963633386,4154377.3851140495,588841.1476244527
12972,37.531856774491004,-121.99570834720092,4154349.4082244504,588732.8703257074
12979,37.52729810345901,-121.97529149523659,4153863.0944821923,590542.3349206729
12979,37.528406552358526,-121.9744209331633,4153986.9129169355,590617.9180879332
12979,37.5285495003858,-121.97324737021522,4154003.90413185,590721.4412795935
12979,37.529581043029054,-121.97223871611195,4154119.325046469,590809.3153558995
12979,37.529799802456246,-121.97195545259464,4154143.8694974855,590834.0788924185
12979,37.52870205954621,-121.97284716200672,4154021.2163798083,590756.618858278
12979,37.527525783137904,-121.97250576541524,4153891.0405947813,590788.2104302626
12979,37.526993446195696,-121.97388784114133,4153830.6456982708,590666.7327811171
12979,37.52636951049216,-121.97505388720371,4153760.2979404693,590564.4530841279
12981,37.47883237601247,-121.92047970042007,4148540.1071435683,595447.2886270008
12981,37.478853776153535,-121.91903624722197,4148543.9457582277,595574.8902563801
12981,37.47971063352163,-121.91839616659912,4148639.661846327,595630.3935141981
12981,37.4801085691574,-121.91721693631018,4148685.010245465,595734.1510876548
12981,37.478926735210564,-121.91655025469835,4148554.5669057593,595794.6064007398
12981,37.47863004698587,-121.91713893657882,4148521.0513024195,595742.9342879028
12981,37.478544697446715,-121.91849342409515,4148510.2054508985,595623.280096043
12981,37.47815820838364,-121.9200034559178,4148465.792909556,595490.2557222492
12983,37.568533209688965,-122.02272118034283,4158393.4312982247,586303.8213329157
12983,37.56798918845721,-122.02188834576023,4158333.8384603695,586377.9993820941
12983,37.56754232572669,-122.02240903218426,4158283.781354407,586332.5317032887
12985,37.569374053062624,-122.0220368571374,4158487.350074534,586363.2846975821
12985,37.57043417601103,-122.02105464120098,4158605.8720264114,586448.8002907757
12985,37.57111654754198,-122.01989580443602,4158682.646774908,586550.3478123907
12985,37.57082536500258,-122.01828184238391,4158651.8285851898,586693.2135923427
12985,37.570991775917506,-122.0167937035813,4158671.665730064,586824.4377536426
12985,37.57058014664563,-122.01609974595593,4158626.6377135566,586886.199176835
12985,37.57063195117479,-122.01775336046069,4158630.8574331095,586740.1081008374
12985,37.57068373244666,-122.01940697726498,4158635.0771395257,586594.0170697053
12985,37.5702840555246,-122.02082835144532,4158589.424665829,586468.9575842276
12985,37.56932401357321,-122.02196142753118,4158481.86762108,586370.0037926404
12987,37.55459841868648,-121.94576185102554,4156920.8567826524,593117.6608013477
12987,37.55546262508793,-121.94580770340377,4157016.693805497,593112.5352665208
12987,37.55633545210282,-121.94466757202787,4157114.6628614725,593212.1540678892
12987,37.555389886194824,-121.94452234569928,4157009.897709445,593226.159664042
12987,37.55454930298936,-121.94570006917264,4156915.468678741,593123.1790900037
12989,37.56338686135837,-122.03111212026937,4157814.78019577,585568.6834302712
12989,37.56463054948695,-122.03022646781928,4157953.571690554,585645.4790323827
12989,37.56586208125526,-122.02933737952985,4158091.0183801656,585722.5893678972
12989,37.565036152835305,-122.02787146180675,4158000.72158157,585853.0008512354
12989,37.56504260595922,-122.02614939661478,4158003.0122821894,586005.0804712974
